CONTROL_NUMBER,DONOR_AGE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,RECENT_STAR_STATUS,TARGET_B,MONTHS_SINCE_ORIGIN,IN_HOUSE,PEP_STAR,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_AVG_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LAST_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_VIETNAM_VETERANS,PER_CAPITA_INCOME,_NAME_,causes donated to last year,familiarity with programs,willingness to recommend
157003,48,U,1,3,U,F,,0,0,41,0,1,A,4,16,6,5,15,17,42,133,11,12.09,16,20,15,44,8,2822,463,46,31,23717,survey_value,5,4,10
157008,66,U,1,3,H,M,6,1,0,65,0,1,S,2,12.5,4,4,16,21,56,101,10,10.1,10,15,16,64,9,2854,649,80,26,33887,survey_value,4,3,9
157036,70,U,1,1,H,F,4,1,0,137,0,1,S,3,17.67,3,2,15,21,56,269,23,11.7,15,20,15,129,3,4083,284,19,40,19675,survey_value,0,0,5
157039,75,U,1,3,H,M,4,0,1,137,0,1,A,2,7.33,3,1,15,30,62,77,12,6.42,6,10,15,96,,2854,649,80,26,33887,survey_value,1,1,6
157058,51,S,1,14,H,F,6,0,0,41,0,0,A,4,8.5,6,3,18,16,37,63,8,7.88,5,10,18,44,,5939,1500,97,38,83234,survey_value,3,2,8
157061,,S,1,13,U,F,,0,1,41,0,0,A,1,30,1,0,21,16,38,60,3,20,25,30,21,43,,5886,1096,83,24,82369,survey_value,0,0,5
157100,50,T,1,34,U,F,,0,1,89,0,1,A,4,25.6,5,3,16,24,62,190,11,17.27,29,31,16,89,9,2556,490,61,39,40178,survey_value,2,2,7
157104,83,S,1,11,H,F,7,10,0,137,0,1,A,1,8.67,3,3,17,24,56,113,15,7.53,8,10,17,121,4,3737,417,55,13,33967,survey_value,3,2,8
157106,46,T,1,35,H,F,6,1,1,137,0,1,S,2,28,4,4,20,35,85,618,32,19.31,45,36,20,128,9,5886,1096,83,24,82369,survey_value,1,0,6
157108,,S,1,11,U,M,,0,0,77,0,0,A,1,15.5,2,1,26,17,48,67,5,13.4,6,16,26,68,,4725,367,29,26,28590,survey_value,0,0,5
157111,,C,1,23,H,F,2,0,0,41,0,0,F,1,20,2,0,16,18,44,60,3,20,0,20,16,41,,869,276,86,0,28619,survey_value,2,2,7
157126,57,U,1,2,H,F,5,0,0,29,0,0,A,3,7.5,2,1,17,10,24,27,4,6.75,5,10,17,28,,2331,395,83,55,27542,survey_value,2,2,7
157131,82,C,2,29,U,F,1,0,0,41,0,0,A,1,18.5,2,1,19,15,37,62,4,15.5,10,17,19,40,,761,500,88,0,16891,survey_value,3,2,8
157153,82,C,2,29,H,M,4,0,1,77,0,0,A,4,26.2,5,3,16,24,58,238,12,19.83,25,26,16,74,5,1058,286,87,0,21636,survey_value,2,1,7
157182,,S,1,15,U,U,,3,0,137,0,1,A,1,10.5,2,2,23,29,72,146,15,9.73,11,10,23,122,,3261,364,71,22,19895,survey_value,2,2,7
157185,,C,1,23,U,F,3,1,1,137,0,1,S,3,6.67,3,2,16,27,74,156.07,23,6.79,14.93,8,16,129,,1878,523,88,0,16084,survey_value,3,3,8
157198,,C,1,23,U,M,,4,0,137,0,1,A,2,11.5,4,1,15,29,72,151,13,11.62,10,10,15,126,5,869,276,86,0,28619,survey_value,1,1,6
157204,55,U,1,2,H,F,6,0,1,89,0,0,A,1,16,1,0,18,23,56,92,7,13.14,6,16,18,89,7,2400,451,71,47,17470,survey_value,3,3,8
157207,47,S,1,15,H,F,4,0,0,17,0,0,N,1,23,1,1,21,6,15,23,1,23,0,23,21,21,,1875,463,44,22,26295,survey_value,3,3,8
157213,,S,1,11,U,F,,0,1,29,0,0,A,1,12.5,2,2,16,9,26,25,2,12.5,5,15,16,29,,1909,417,79,20,23187,survey_value,1,1,6
157245,26,S,1,14,U,M,,0,0,29,0,0,N,1,100,1,1,24,9,22,100,1,100,0,100,24,24,,5546,794,90,28,32560,survey_value,3,3,8
157251,52,S,1,11,H,F,6,0,0,29,0,0,A,1,20,1,1,26,10,23,45,2,22.5,5,20,26,28,,5457,1083,69,23,77106,survey_value,0,0,5
157260,69,S,1,13,H,F,7,0,0,41,0,0,A,1,15,2,2,23,14,33,52,4,13,5,15,23,41,,4773,591,86,19,39424,survey_value,5,4,10
157275,77,S,1,15,H,F,1,1,1,101,0,1,S,3,15,5,2,15,23,58,217,16,13.56,15,15,15,93,8,3454,470,31,20,34702,survey_value,2,2,7
157279,,S,1,15,U,U,5,0,0,113,0,0,A,1,20,1,1,21,18,46,56,5,11.2,17,20,21,112,4,2954,354,35,29,20281,survey_value,3,2,8
157284,82,S,1,11,H,F,7,0,1,41,0,0,A,1,20,1,0,18,9,24,30,2,15,10,20,18,37,,5500,480,38,23,40224,survey_value,4,3,9
157295,82,S,1,15,H,U,5,0,1,113,0,1,A,1,30,1,0,21,27,67,150,13,11.54,27,30,21,105,5,5500,365,31,57,31227,survey_value,5,4,10
157298,,S,1,11,U,M,,0,0,17,0,0,F,1,20,1,1,17,5,13,20,1,20,0,20,17,17,,5000,467,41,14,42095,survey_value,0,0,5
157300,79,S,1,13,U,F,,0,0,41,0,0,A,3,14.25,4,3,17,15,39,73,6,12.17,15,15,17,44,9,5767,602,48,24,52507,survey_value,2,2,7
157307,37,U,1,3,H,M,7,0,1,17,0,0,F,1,25,1,1,16,6,14,25,1,25,0,25,16,16,,3254,481,48,20,18646,survey_value,1,1,6
157310,53,U,1,1,H,F,5,0,1,29,0,1,A,1,10,2,2,15,8,21,20,2,10,10,15,15,29,,2263,462,64,9,35752,survey_value,4,3,9
157311,77,U,1,3,H,M,7,0,1,29,0,0,A,1,17.5,2,2,16,11,25,35,2,17.5,15,25,16,29,,5344,705,51,51,55857,survey_value,3,3,8
157316,69,U,1,3,H,F,6,0,0,29,0,0,A,2,12,3,0,15,11,25,36,3,12,15,20,15,32,,4713,524,65,38,32044,survey_value,1,1,6
157318,77,S,1,13,H,F,5,0,0,41,0,1,A,4,5.8,5,3,17,13,32,32,6,5.33,4,7,17,40,,5864,922,90,5,44728,survey_value,4,3,9
157322,75,S,1,13,H,F,6,1,0,53,0,1,S,2,16,2,1,16,17,42,62,5,12.4,11,16,16,52,9,5864,922,90,5,44728,survey_value,1,0,6
157374,,S,2,20,H,F,5,0,0,17,0,0,F,3,7.5,2,2,16,12,34,29,4,7.25,6,10,16,21,,2058,447,85,30,18090,survey_value,3,2,8
157385,,S,1,12,U,U,,1,0,29,0,1,S,4,5,10,7,16,13,32,60,12,5,0,5,16,33,,2210,586,86,45,17455,survey_value,1,0,6
157398,65,S,1,14,U,U,,0,0,65,0,0,A,2,16.67,3,0,18,16,41,62,5,12.4,15,20,18,57,9,4771,1016,98,45,37196,survey_value,3,2,8
157422,,U,2,4,U,U,,0,0,41,0,0,A,2,12.5,2,0,19,11,25,35,3,11.67,5,15,19,35,,1788,270,36,26,16434,survey_value,5,4,10
157425,52,?,?,,U,M,,0,1,41,0,0,A,1,23.33,3,0,17,17,38,90,4,22.5,5,25,17,40,,0,0,0,0,0,survey_value,0,0,5
157427,51,U,2,4,U,F,,2,1,41,0,1,F,4,5.5,12,6,11,21,54,97,19,5.11,4,6,6,45,3,1788,270,36,26,16434,survey_value,5,4,10
157460,48,S,1,14,U,M,,1,0,113,0,1,S,2,15.67,3,3,16,26,63,104,10,10.4,12,17,16,105,9,4815,1017,96,42,38756,survey_value,5,4,10
157467,,S,1,13,U,F,,0,0,17,0,0,N,2,10,2,2,17,8,18,20,2,10,10,15,17,21,,2623,596,80,24,25181,survey_value,0,0,5
157481,45,S,1,11,U,U,,0,1,41,0,0,A,1,16.75,4,3,25,16,35,102,6,17,5,19,25,41,,2439,521,47,37,21808,survey_value,5,4,10
157486,48,S,1,14,U,F,,0,0,53,0,0,A,1,18.5,2,1,17,18,45,82,5,16.4,5,20,17,52,9,2992,725,97,33,23199,survey_value,3,2,8
157510,67,S,1,12,U,M,,3,0,137,0,1,A,1,14,2,1,18,28,71,191,20,9.55,14,15,18,122,8,2406,575,89,21,17891,survey_value,5,4,10
157518,71,S,1,13,H,F,6,0,0,17,0,0,F,1,15,1,1,21,5,13,15,1,15,0,15,21,21,,3588,660,86,27,34760,survey_value,5,4,10
157520,50,S,1,13,U,M,,0,0,29,0,0,F,1,0,0,0,,6,14,20,1,20,0,20,19,19,,2460,513,70,5,30007,survey_value,3,3,8
157529,49,S,1,13,U,M,1,0,0,29,0,0,A,1,16,3,2,26,12,28,48,3,16,7,20,26,33,,3465,399,72,29,27710,survey_value,4,3,9
157530,,T,2,39,U,F,1,0,0,41,0,0,A,2,13.5,4,3,15,14,33,54,4,13.5,15,14,15,35,,1344,257,5,13,9134,survey_value,5,4,10
157534,58,S,1,13,U,U,,1,0,101,0,1,S,3,6.4,5,3,19,20,44,77,14,5.5,8,5,19,91,7,721,259,86,5,10880,survey_value,0,0,5
157536,78,C,2,25,H,F,3,0,1,53,0,0,A,1,15,1,1,15,10,25,25,2,12.5,5,15,15,51,4,3009,411,50,10,20728,survey_value,0,0,5
157565,47,S,1,13,H,M,6,0,0,29,0,0,N,1,0,0,0,,6,15,25,1,25,0,25,23,23,,3873,634,94,29,30507,survey_value,3,2,8
157573,,S,1,15,U,U,,0,1,113,0,1,A,1,47,1,0,18,27,63,326,8,40.75,25,47,7,112,8,2438,540,66,36,30429,survey_value,1,1,6
157574,82,C,1,24,H,F,6,0,0,137,0,0,A,2,14.5,4,2,24,34,78,231,21,11,20,16,24,131,8,2773,609,83,27,27011,survey_value,1,1,6
157615,53,S,1,14,H,F,6,1,0,137,0,1,S,3,15,4,1,17,34,84,262.01,29,9.03,15.99,16,17,122,9,3536,720,82,34,31600,survey_value,0,0,5
157655,42,C,1,24,H,M,6,0,0,77,0,0,A,1,32,1,1,21,20,53,79,4,19.75,27,32,21,68,9,4206,789,89,35,37411,survey_value,0,0,5
157656,,S,1,11,U,F,2,0,0,77,0,1,A,4,5,5,3,18,19,48,40,10,4,3,5,18,72,,3228,575,89,57,25277,survey_value,3,2,8
157657,41,C,1,24,H,F,5,1,0,77,0,1,S,2,13.5,4,4,17,19,46,87,8,10.88,12,15,17,75,8,2790,683,94,51,27910,survey_value,4,4,9
157660,65,C,1,24,H,F,2,0,1,77,0,0,A,1,20,2,1,25,17,41,66,4,16.5,10,20,25,76,9,5811,1040,86,16,61440,survey_value,4,3,9
157665,46,C,1,24,U,M,,1,0,101,0,1,S,2,11.5,4,1,19,24,67,136,15,9.07,8,11,19,92,9,4206,789,89,35,37411,survey_value,3,3,8
157672,66,C,1,24,H,M,6,0,1,125,0,1,A,1,17,1,0,26,25,66,114,9,12.67,12,17,26,123,9,4206,789,89,35,37411,survey_value,5,4,10
157687,59,T,1,35,H,F,6,0,1,89,0,1,A,1,10.67,3,1,18,21,56,67,9,7.44,10,15,18,78,,4954,1106,94,39,42857,survey_value,2,1,7
157693,,S,1,11,U,F,,0,0,17,0,0,F,1,20,1,1,16,6,14,20,1,20,0,20,16,16,,2913,721,72,38,33494,survey_value,1,1,6
157698,,S,1,11,U,F,,0,0,17,0,0,F,1,15,1,0,20,6,16,15,1,15,0,15,20,20,,2728,660,91,0,21011,survey_value,3,3,8
157707,52,S,1,13,H,F,2,0,0,29,0,0,A,2,26.67,3,3,23,11,25,80,3,26.67,25,38,23,28,,2656,629,91,48,22689,survey_value,5,4,10
157708,,?,?,,U,F,2,0,0,29,0,1,A,3,7.2,5,2,15,9,21,36,5,7.2,5,8,15,29,,2765,686,88,0,26673,survey_value,1,1,6
157709,,S,3,21,U,M,,0,0,29,0,0,E,1,15,2,1,15,8,20,30,2,15,10,20,15,29,,2522,502,61,0,19222,survey_value,1,1,6
157715,,U,3,9,U,M,,1,0,41,0,1,S,3,7.86,7,4,21,17,38,89,13,6.85,5,10,21,41,,2169,330,21,31,15075,survey_value,0,0,5
157728,,S,2,17,U,M,3,0,1,77,0,0,A,2,20,2,0,18,20,52,75,5,15,10,20,18,75,3,2102,342,42,26,16054,survey_value,2,1,7
157739,70,S,1,11,U,M,2,1,1,89,0,1,S,2,14,2,1,20,23,66,154,16,9.63,10,15,20,90,5,2278,370,57,36,18777,survey_value,3,3,8
157754,53,S,1,13,U,M,4,1,0,137,0,1,S,3,3.25,8,5,18,30,67,124.25,48,2.59,4,5,18,127,8,2866,539,83,24,24560,survey_value,1,1,6
157769,,S,2,19,U,F,,0,0,29,0,0,N,1,0,0,0,,5,11,20,1,20,0,20,23,23,,1760,293,29,20,9774,survey_value,1,1,6
157775,73,U,2,5,H,M,2,0,0,29,0,0,A,4,8.2,5,3,18,11,24,41,5,8.2,7,12,18,30,,1925,445,86,26,18017,survey_value,2,1,7
157792,65,U,2,6,H,F,4,0,0,41,0,0,A,1,45,2,0,17,15,36,100,3,33.33,40,50,17,41,,1800,382,63,33,12181,survey_value,2,2,7
157793,58,S,2,18,H,M,5,0,1,53,0,0,A,1,18.33,3,1,21,18,44,70,5,14,15,20,21,52,6,2115,501,84,40,15325,survey_value,5,4,10
157807,73,S,1,14,H,M,6,0,1,89,0,0,A,2,14,2,1,17,20,52,82,8,10.25,10,13,17,88,8,2559,581,88,33,21559,survey_value,2,2,7
157817,56,S,1,13,H,F,5,1,1,125,0,1,S,3,13,5,5,21,31,83,282,25,11.28,16,11,21,125,9,2356,520,85,32,31180,survey_value,0,0,5
157826,,U,4,10,U,F,,2,1,137,0,1,F,4,10.71,7,6,17,33,81,177,22,8.05,9,12,17,119,4,2387,394,24,34,17331,survey_value,5,4,10
157828,,S,2,17,U,U,,0,1,29,0,0,N,3,10.67,3,2,19,10,22,32,3,10.67,2,12,19,24,,3025,828,84,32,32976,survey_value,3,2,8
157843,,S,1,11,U,F,,1,0,41,0,1,S,2,11.4,5,4,24,16,36,87,7,12.43,20,25,18,41,,2383,462,73,34,18601,survey_value,3,2,8
157860,40,S,1,14,U,M,,1,1,89,0,1,S,4,4.17,6,5,23,21,54,60,14,4.29,2,5,18,81,9,3663,749,82,45,27400,survey_value,5,4,10
157883,52,S,1,14,U,M,,1,0,77,0,1,S,2,17.5,2,2,16,20,53,81.5,7,11.64,12.5,20,16,67,9,3663,749,82,45,27400,survey_value,4,4,9
157904,53,S,1,14,H,F,7,1,1,41,0,1,S,4,7,7,6,17,15,34,52,8,6.5,6,6,17,41,,2190,611,96,49,23641,survey_value,0,0,5
157931,,U,1,2,U,F,,0,0,29,0,0,A,1,13.67,3,0,25,12,27,41,3,13.67,6,15,25,32,,2566,622,73,38,22901,survey_value,3,2,8
157934,,S,1,14,U,F,,0,0,41,0,0,A,1,18,2,1,23,12,31,41,3,13.67,20,25,23,38,,2508,671,91,43,25238,survey_value,3,2,8
157947,,U,1,3,H,F,4,0,1,65,0,1,A,4,5.5,4,2,17,17,46,43,9,4.78,4,5,17,64,,2022,441,76,42,21300,survey_value,1,0,6
157961,40,U,1,2,H,M,5,1,0,113,0,1,S,2,18.75,4,3,17,29,71,270,18,15,16,16,17,113,8,2531,583,79,36,25686,survey_value,2,1,7
157967,48,S,1,14,H,F,6,0,0,137,0,1,A,1,19,3,1,18,31,73,164,11,14.91,10,20,18,123,9,3513,845,90,36,24536,survey_value,4,3,9
157973,77,C,1,23,H,M,4,0,1,17,0,1,F,2,15,1,1,16,5,14,21,2,10.5,9,6,15,16,,1967,371,93,2,24029,survey_value,0,0,5
157983,,S,1,14,U,F,,0,0,29,0,0,A,1,17.5,2,2,22,11,26,55,3,18.33,5,15,22,29,,2531,583,79,35,25686,survey_value,1,1,6
157988,,S,1,14,U,F,,1,1,29,0,1,S,4,6.75,8,3,17,13,30,60,9,6.67,4,6,17,32,,2294,593,92,52,17838,survey_value,3,2,8
158022,79,C,1,23,H,F,2,3,1,137,0,1,A,1,15.33,3,2,16,30,72,195,23,8.48,14,17,16,128,6,2380,420,97,9,32129,survey_value,0,0,5
158025,79,T,1,35,H,M,7,0,0,29,0,0,A,2,17.5,2,2,23,12,27,50,3,16.67,15,15,18,32,,0,0,0,42,0,survey_value,0,0,5
158045,39,U,1,2,H,F,5,0,0,29,0,1,A,4,10.5,6,2,15,10,25,69,7,9.86,10,9,15,28,,1954,451,69,20,14813,survey_value,5,4,10
158053,54,U,3,8,H,F,4,1,0,77,0,1,S,3,7.33,3,2,16,13,42,44,7,6.29,5,7,16,76,,1426,392,92,0,16896,survey_value,2,2,7
158058,54,U,3,8,U,M,,1,1,137,0,1,S,2,5,1,1,23,28,67,137,18,7.61,5,10,18,127,4,1685,430,47,32,15765,survey_value,2,1,7
158064,,U,1,1,U,U,,0,0,17,0,0,F,1,20,1,1,21,6,15,20,1,20,0,20,21,21,,0,333,1,36,13808,survey_value,3,2,8
158082,,U,2,6,U,U,,1,0,77,0,1,S,2,22.5,4,3,25,23,55,185,11,16.82,21,25,18,68,7,2333,458,75,32,14852,survey_value,2,1,7
158095,,U,1,3,U,M,1,0,0,125,0,0,A,1,30,2,1,18,20,53,110,6,18.33,40,50,18,68,6,3166,542,62,28,24463,survey_value,2,2,7
158101,80,S,1,13,H,M,5,0,1,17,0,0,F,1,15,1,1,17,5,14,15,1,15,0,15,17,17,,3668,690,94,29,32964,survey_value,3,2,8
158143,57,S,1,14,U,M,,1,1,113,0,1,S,2,17.75,4,4,21,29,69,173.06,14,12.36,20.94,17,21,113,9,620,236,71,48,10406,survey_value,5,4,10
158153,81,U,1,2,H,F,4,0,1,29,0,0,N,1,15,1,1,24,6,15,15,1,15,0,15,24,24,,2403,461,89,23,21965,survey_value,2,1,7
158169,,U,2,6,U,U,,0,0,17,0,0,F,1,20,1,1,16,6,14,20,1,20,0,20,16,16,,1639,420,33,20,7574,survey_value,1,1,6
158198,,U,1,1,U,M,,0,0,29,0,0,L,1,20,2,1,15,10,22,40,2,20,0,20,15,29,,2909,341,8,18,18110,survey_value,4,3,9
158205,51,U,1,2,U,U,,0,0,41,0,0,A,2,10,4,2,15,14,34,52,6,8.67,10,15,15,40,,3195,767,93,35,22768,survey_value,0,0,5
158213,,U,1,2,U,M,,0,1,65,0,0,A,4,5.4,5,2,15,17,43,41,9,4.56,4,3,15,62,,1217,620,86,54,23408,survey_value,5,4,10
158245,,S,3,21,U,M,,1,1,65,0,1,S,4,5,6,4,17,19,50,54,12,4.5,3,6,17,57,,1993,442,73,0,16427,survey_value,3,2,8
158275,,S,1,11,U,U,,0,0,65,0,0,A,2,14,3,0,18,15,39,52,4,13,10,12,18,56,7,2339,541,79,68,25058,survey_value,3,3,8
158285,39,S,2,17,U,M,,0,0,89,0,0,A,1,15,1,1,20,14,41,47,4,11.75,5,15,20,76,1,0,314,0,7,20843,survey_value,1,0,6
158286,55,S,1,14,U,M,,0,0,89,0,0,A,1,25,1,1,24,23,60,156,7,22.29,45,25,24,88,9,3753,874,92,47,32695,survey_value,5,4,10
158287,59,S,1,14,U,M,,0,0,89,0,0,A,1,14,2,0,19,21,54,70,8,8.75,10,15,19,87,9,3134,711,86,35,22282,survey_value,5,4,10
158289,,S,1,11,U,M,,0,0,101,0,0,A,1,25,1,1,21,21,50,56,4,14,20,25,21,96,,2277,517,75,40,23945,survey_value,2,2,7
158294,65,S,1,15,U,M,,1,0,137,0,1,S,2,32.5,4,2,19,36,86,492,23,21.39,45,30,19,129,4,2356,402,20,48,22698,survey_value,4,3,9
158307,,S,1,13,U,F,,0,0,41,0,0,A,3,7.33,3,2,16,12,31,25,4,6.25,7,10,16,41,,4750,388,60,0,20761,survey_value,1,1,6
158313,,S,1,13,U,M,,1,0,77,0,1,S,2,20,5,4,23,24,62,261,19,13.74,15,20,23,68,0,4750,388,60,0,20761,survey_value,2,1,7
158330,64,C,2,29,U,M,,0,0,17,0,0,F,1,20,1,0,20,6,14,20,1,20,0,20,20,20,,1583,328,98,3,20574,survey_value,0,0,5
158331,80,S,1,15,U,F,,0,0,17,0,0,N,2,10,1,1,20,8,18,25,2,12.5,5,15,18,20,,1602,451,60,42,27698,survey_value,4,3,9
158334,46,S,1,14,U,F,,0,0,29,0,1,A,3,16.25,4,4,20,11,26,65,4,16.25,11,21,20,28,,3449,791,87,73,24830,survey_value,4,3,9
158352,,U,2,4,U,F,1,0,0,17,0,0,F,1,15,1,1,17,5,14,15,1,15,0,15,17,17,,1990,325,12,20,11590,survey_value,3,3,8
158355,49,U,1,2,H,M,5,0,1,17,0,0,F,1,20,1,0,15,6,12,20,1,20,0,20,15,15,,1857,484,80,40,13912,survey_value,4,3,9
158366,,U,1,3,U,F,1,0,0,29,0,1,A,4,10,5,2,15,11,25,55,6,9.17,5,10,15,30,,2035,413,60,32,16734,survey_value,1,1,6
158368,61,U,1,3,U,F,,0,0,41,0,0,A,1,20,1,0,26,12,29,30,2,15,10,20,26,44,6,2035,413,60,32,16734,survey_value,5,4,10
158387,81,U,2,7,U,F,1,0,0,101,0,0,A,3,13,3,0,19,23,60,90,10,9,10,5,18,93,5,1846,295,23,23,8769,survey_value,2,2,7
158389,86,S,3,21,H,M,4,1,1,113,0,1,S,2,10.8,5,2,18,28,64,98,14,7,11,10,18,113,3,2971,302,19,0,6309,survey_value,5,4,10
158390,60,U,2,7,U,F,4,0,1,125,0,1,A,2,14,4,3,15,30,69,133,14,9.5,13,14,15,124,6,950,365,76,22,15436,survey_value,3,3,8
158396,,U,1,3,U,U,,11,0,137,0,1,A,1,10,2,1,18,29,75,151,18,8.39,5,10,18,128,6,2176,315,24,11,14815,survey_value,0,0,5
158414,78,U,2,7,U,M,,0,0,89,0,0,A,1,18,2,0,18,22,56,71,7,10.14,17,20,18,78,3,3738,534,75,11,26455,survey_value,3,3,8
158425,,U,2,7,U,M,,0,0,29,0,0,N,1,25,1,1,24,7,18,25,1,25,0,25,24,24,,1834,457,83,42,18401,survey_value,5,4,10
158436,71,U,1,2,H,M,5,0,0,29,0,0,A,3,14.25,4,3,16,11,28,57,4,14.25,7,10,16,29,,2247,433,92,41,16122,survey_value,3,3,8
158454,31,U,2,4,H,U,4,0,1,65,0,1,A,4,14.88,8,5,16,19,57,158,13,12.15,13,6,15,65,2,2326,506,59,33,18918,survey_value,4,3,9
158458,75,U,1,2,H,M,5,0,0,77,0,0,A,1,18.5,2,0,22,21,56,122,9,13.56,15,20,22,76,6,2247,433,92,41,16122,survey_value,0,0,5
158460,68,U,3,8,U,F,2,0,1,89,0,0,A,1,25,1,0,30,25,62,137,10,13.7,20,25,18,81,3,1818,258,52,14,10324,survey_value,2,2,7
158476,38,U,1,2,U,M,,0,0,137,0,1,A,3,7.33,3,1,15,17,32,66,12,5.5,8,5,15,119,4,1869,358,36,29,15739,survey_value,3,3,8
158494,69,S,2,19,H,M,2,0,0,41,0,1,A,1,18.33,3,2,24,16,37,60,4,15,15,15,24,44,4,1828,355,55,29,11894,survey_value,3,2,8
158503,73,S,2,19,H,M,4,0,0,65,0,0,A,3,7.2,5,2,18,18,44,56,9,6.22,7,4,18,57,,1935,360,70,34,12948,survey_value,1,1,6
158506,45,U,3,9,H,F,5,0,1,77,0,0,A,1,15,1,0,25,15,42,40,4,10,10,15,25,69,0,1654,159,26,40,8018,survey_value,1,1,6
158517,63,U,2,5,H,F,7,0,1,137,0,1,A,1,21,1,1,20,32,78,182,12,15.17,16,21,20,106,3,2200,330,82,28,16304,survey_value,1,1,6
158522,,S,2,19,U,M,,0,0,17,0,0,N,4,8,3,2,16,8,21,30,4,7.5,5,6,15,21,,2964,500,69,19,27267,survey_value,2,1,7
158534,49,S,1,15,H,F,6,0,1,89,0,0,A,2,26.67,3,3,16,24,60,170,7,24.29,10,25,16,80,6,2541,423,37,13,19220,survey_value,1,1,6
158536,,S,2,17,U,F,,0,0,89,0,0,A,2,13,2,0,15,17,47,50,6,8.33,12,15,15,81,,2314,407,44,44,27091,survey_value,0,0,5
158541,60,C,1,23,U,M,,0,0,137,0,1,A,3,8,2,0,17,27,67,75,13,5.77,5,8,17,120,,2801,376,95,14,18667,survey_value,0,0,5
158545,37,S,1,14,U,F,7,0,1,17,0,0,F,1,50,1,1,20,7,16,50,1,50,0,50,20,20,,4601,1060,96,15,48133,survey_value,5,4,10
158563,44,S,1,14,H,M,7,1,0,41,0,1,S,3,10.71,7,7,20,17,39,102,10,10.2,7,12,20,43,,4105,871,81,35,34311,survey_value,5,4,10
158564,49,S,1,12,H,M,4,0,0,41,0,1,A,4,3.75,4,2,23,15,35,43,11,3.91,3,5,18,44,,2135,522,82,28,12622,survey_value,4,3,9
158567,86,S,1,13,U,U,,1,1,53,0,1,S,4,6.2,5,4,21,17,40,85,14,6.07,7,10,18,53,8,1722,324,52,44,15603,survey_value,0,0,5
158573,52,S,1,14,H,M,7,0,0,77,0,1,A,3,16.75,4,4,16,16,49,87,6,14.5,15,20,16,68,9,3883,824,91,22,33053,survey_value,0,0,5
158609,42,S,1,11,H,M,5,0,0,17,0,0,F,1,20,1,1,18,5,12,20,1,20,0,20,18,18,,3582,490,80,44,32606,survey_value,4,3,9
158615,71,S,1,11,U,F,1,0,1,41,0,0,A,1,12.5,2,1,17,12,30,30,3,10,10,15,17,41,,2875,290,94,38,24936,survey_value,3,3,8
158634,,S,2,18,U,M,,0,0,29,0,0,A,3,6.67,3,2,20,8,23,23,4,5.75,7,5,20,31,,1920,215,12,44,14136,survey_value,0,0,5
158635,61,S,2,18,H,M,4,0,0,77,0,0,A,1,15,2,1,18,18,46,57,5,11.4,11,16,18,65,,1920,215,12,44,14136,survey_value,1,1,6
158647,47,S,2,17,U,F,2,0,0,29,0,0,N,1,15,1,1,24,6,15,15,1,15,0,15,24,24,,1452,340,39,38,15750,survey_value,2,2,7
158678,,S,2,17,U,F,,0,1,77,0,0,A,4,4,4,2,15,19,51,44,11,4,3,3,15,76,,2149,267,12,35,15083,survey_value,4,3,9
158679,,S,2,17,H,M,6,1,1,89,0,1,S,4,12.86,7,4,18,22,58,136,11,12.36,7,15,18,80,4,2211,592,77,21,18973,survey_value,5,4,10
158697,71,S,1,14,H,F,4,0,0,41,0,0,A,1,12,4,3,22,13,29,48,4,12,6,16,22,35,,2832,631,91,30,25526,survey_value,1,0,6
158718,,S,2,20,U,U,,0,0,41,0,0,A,1,10,2,1,19,14,32,35,4,8.75,10,15,19,40,,2064,378,45,27,17378,survey_value,1,1,6
158724,41,C,1,24,U,F,3,0,0,29,0,0,N,1,15,1,1,24,6,15,15,1,15,0,15,24,24,,2466,501,71,40,19398,survey_value,1,1,6
158729,39,C,1,24,H,F,4,0,1,29,0,1,A,4,6.71,7,4,17,10,25,47,7,6.71,6,5,17,29,,1890,397,84,40,12538,survey_value,3,3,8
158737,70,C,1,24,H,M,6,0,0,41,0,0,A,2,22.5,2,1,25,15,39,105,5,21,15,25,18,41,,3406,620,77,31,22641,survey_value,3,2,8
158740,38,C,2,26,U,M,3,0,0,41,0,0,A,2,40,3,2,15,14,32,145,4,36.25,20,45,15,43,,2182,301,51,40,15428,survey_value,3,2,8
158743,77,T,1,35,H,F,6,0,0,41,0,0,A,1,50,1,0,18,16,37,85,3,28.33,40,50,18,45,8,4521,538,79,41,36602,survey_value,3,3,8
158753,53,C,1,24,U,M,,0,0,77,0,0,A,1,12.5,2,0,18,17,46,61,5,12.2,5,15,18,67,7,2188,338,26,40,17444,survey_value,1,1,6
