CONTROL_NUMBER,survey_question,survey_value
00099372,willingness to recommend,8
00099382,willingness to recommend,6
00099393,willingness to recommend,6
00099410,willingness to recommend,5
00099415,willingness to recommend,7
00099420,willingness to recommend,10
00099430,willingness to recommend,10
00099440,willingness to recommend,8
00099466,willingness to recommend,10
00099484,willingness to recommend,9
00099497,willingness to recommend,5
00099501,willingness to recommend,6
00099524,willingness to recommend,8
00099543,willingness to recommend,9
00099544,willingness to recommend,10
00099546,willingness to recommend,5
00099549,willingness to recommend,6
00099554,willingness to recommend,9
00099561,willingness to recommend,6
00099564,willingness to recommend,8
00099567,willingness to recommend,7
00099570,willingness to recommend,10
00099579,willingness to recommend,10
00099588,willingness to recommend,7
00099599,willingness to recommend,7
00099602,willingness to recommend,9
00099612,willingness to recommend,5
00099613,willingness to recommend,10
00099617,willingness to recommend,9
00099628,willingness to recommend,10
00099644,willingness to recommend,8
00099647,willingness to recommend,6
00099653,willingness to recommend,7
00099666,willingness to recommend,5
00099673,willingness to recommend,6
00099685,willingness to recommend,6
00099686,willingness to recommend,6
00099697,willingness to recommend,5
00099704,willingness to recommend,5
00099711,willingness to recommend,6
00099717,willingness to recommend,7
00099722,willingness to recommend,9
00099736,willingness to recommend,6
00099741,willingness to recommend,6
00099752,willingness to recommend,8
00099757,willingness to recommend,8
00099761,willingness to recommend,7
00099774,willingness to recommend,9
00099787,willingness to recommend,6
00099800,willingness to recommend,8
00099803,willingness to recommend,7
00099809,willingness to recommend,6
00099813,willingness to recommend,10
00099824,willingness to recommend,7
00099836,willingness to recommend,8
00099849,willingness to recommend,10
00099851,willingness to recommend,6
00099852,willingness to recommend,8
00099861,willingness to recommend,5
00099862,willingness to recommend,10
00099878,willingness to recommend,9
00099885,willingness to recommend,9
00099890,willingness to recommend,6
00099894,willingness to recommend,7
00099898,willingness to recommend,9
00099947,willingness to recommend,10
00099977,willingness to recommend,10
00099986,willingness to recommend,10
00099989,willingness to recommend,7
00100041,willingness to recommend,6
00100058,willingness to recommend,5
00100076,willingness to recommend,9
00100077,willingness to recommend,6
00100094,willingness to recommend,10
00100101,willingness to recommend,6
00100107,willingness to recommend,6
00100108,willingness to recommend,9
00100119,willingness to recommend,10
00100127,willingness to recommend,10
00100132,willingness to recommend,5
00100134,willingness to recommend,8
00100146,willingness to recommend,8
00100147,willingness to recommend,8
00100163,willingness to recommend,5
00100169,willingness to recommend,5
00100173,willingness to recommend,10
00100174,willingness to recommend,9
00100183,willingness to recommend,8
00100189,willingness to recommend,9
00100196,willingness to recommend,7
00100218,willingness to recommend,9
00100237,willingness to recommend,9
00100251,willingness to recommend,8
00100263,willingness to recommend,7
00100265,willingness to recommend,9
00100276,willingness to recommend,6
00100287,willingness to recommend,10
00100298,willingness to recommend,8
00100324,willingness to recommend,9
00100325,willingness to recommend,5
00100349,willingness to recommend,5
00100353,willingness to recommend,7
00100367,willingness to recommend,10
00100369,willingness to recommend,9
00100391,willingness to recommend,5
00100411,willingness to recommend,8
00100430,willingness to recommend,8
00100441,willingness to recommend,5
00100444,willingness to recommend,10
00100445,willingness to recommend,6
00100447,willingness to recommend,6
00100459,willingness to recommend,8
00100472,willingness to recommend,8
00100483,willingness to recommend,5
00100489,willingness to recommend,8
00100501,willingness to recommend,5
00100507,willingness to recommend,5
00100509,willingness to recommend,10
00100525,willingness to recommend,9
00100537,willingness to recommend,5
00100543,willingness to recommend,8
00100550,willingness to recommend,8
00100553,willingness to recommend,7
00100555,willingness to recommend,5
00100569,willingness to recommend,10
00100581,willingness to recommend,8
00100585,willingness to recommend,7
00100606,willingness to recommend,10
00100610,willingness to recommend,10
00100640,willingness to recommend,9
00100641,willingness to recommend,9
00100645,willingness to recommend,5
00100652,willingness to recommend,5
00100673,willingness to recommend,7
00100691,willingness to recommend,5
00100693,willingness to recommend,6
00100700,willingness to recommend,7
00100703,willingness to recommend,7
00100710,willingness to recommend,5
00100726,willingness to recommend,9
00100728,willingness to recommend,10
00100736,willingness to recommend,9
00100763,willingness to recommend,5
00100775,willingness to recommend,10
00100779,willingness to recommend,8
00100785,willingness to recommend,8
00100789,willingness to recommend,6
00100799,willingness to recommend,9
00100803,willingness to recommend,6
00100819,willingness to recommend,8
00100835,willingness to recommend,9
00100857,willingness to recommend,10
00100858,willingness to recommend,10
00100872,willingness to recommend,8
00100886,willingness to recommend,6
00100900,willingness to recommend,5
00100904,willingness to recommend,10
00100905,willingness to recommend,6
00100911,willingness to recommend,5
00100912,willingness to recommend,10
00100913,willingness to recommend,6
00100924,willingness to recommend,8
00100932,willingness to recommend,7
00100933,willingness to recommend,5
00100939,willingness to recommend,8
00100951,willingness to recommend,7
00100971,willingness to recommend,10
00100981,willingness to recommend,9
00101004,willingness to recommend,8
00101013,willingness to recommend,10
00101029,willingness to recommend,9
00101033,willingness to recommend,7
00101058,willingness to recommend,8
00101065,willingness to recommend,5
00101079,willingness to recommend,6
00101090,willingness to recommend,6
00101098,willingness to recommend,5
00101107,willingness to recommend,7
00101109,willingness to recommend,6
00101110,willingness to recommend,7
00101113,willingness to recommend,6
00101114,willingness to recommend,7
00101116,willingness to recommend,5
00101124,willingness to recommend,9
00101136,willingness to recommend,10
00101143,willingness to recommend,8
00101155,willingness to recommend,8
00101157,willingness to recommend,6
00101161,willingness to recommend,5
00101164,willingness to recommend,5
00101170,willingness to recommend,5
00101177,willingness to recommend,7
00101187,willingness to recommend,7
00101190,willingness to recommend,5
00101201,willingness to recommend,6
00101207,willingness to recommend,8
00101209,willingness to recommend,8
00101256,willingness to recommend,6
00101263,willingness to recommend,8
00101264,willingness to recommend,7
00101271,willingness to recommend,6
00101283,willingness to recommend,8
00101290,willingness to recommend,5
00101292,willingness to recommend,10
00101293,willingness to recommend,6
00101302,willingness to recommend,8
00101303,willingness to recommend,5
00101310,willingness to recommend,10
00101332,willingness to recommend,8
00101335,willingness to recommend,9
00101337,willingness to recommend,5
00101342,willingness to recommend,9
00101350,willingness to recommend,8
